incident,cause,text,xw_element,llm_cause_category,llm_psm_element,llm_confidence,llm_passes_agreed,llm_reason
UNKEYED-d34a71a29a8c,19,Deadman sequence began approximately 24 seconds after the riser parted with the casing shear ram closed approximately 29 seconds after the start of the sequence and the wellbore secured via the lower blind shear ram approximately 30 seconds later. It is believed that the drill pipe had parted when the riser collapsed just above the LMRP and fallen into the wellbore before the casing shear ram closed.,,INSUFFICIENT,,low,3,"Statement describes the sequence of events and equipment responses (riser collapse, pipe parting, shear ram closure timing) but does not identify a management system failure or root cause. It is a factual narrative of what occurred rather than a causal explanation of why the incident happened."
UNKEYED-d34a71a29a8c,20,(Cont.) RECOMMENDATIONS TO PREVENT RECURRENCE,,INSUFFICIENT,,low,3,"Statement is a section header indicating recommendations follow, not a cause statement itself. Contains no substantive information about what failed or why an incident occurred."
UNKEYED-d34a71a29a8c,21,"Course of Action for MMS (Cont.) According to API RP 16Q (a non-referenced document) all riser systems should be inspected yearly with liquid penetrant or magnetic particle inspection performed in all critical areas, unless there is evidence that the inspections are not needed that frequently as determined by the manufacturer and contractor. The Safety Alert should cite ABB Vetco's Product Advisory of October 24, 2003 recommending a 6-month inspection frequency for their HMF Type F, G, and H riser systems. There is a general consensus that risk of failure is low and complacency is now the norm. Operators should also be encouraged to create and follow QA procedures for inspection and installation practices.",,Management Systems,15,high,3,"The statement identifies that inspection frequency recommendations from manufacturers (ABB Vetco's 6-month advisory) were not being followed, and that 'complacency is now the norm' regarding riser system inspections, indicating a failure in the inspection and maintenance management system."
UNKEYED-d34a71a29a8c,22,"NOTE: Transocean has met these requirements on the Discoverer Enterprise. All other vessels with suspect riser (Transocean's Discoverer Deep Seas, Discoverer Spirit, Deepwater Millennium, and Deepwater Pathfinder) have had visual inspection, dimensional inspection, hardness testing, stress relieving and TSA removed on all risers in service. Magnetic particle inspection was not an in-house requirement to return to service. New Orleans District inspected Discoverer Enterprise more often (in accordance with MOC policy). During inspections, verify that operations are being conducted in accordance with newly implemented riser operating procedures.",,INSUFFICIENT,,low,3,"Statement describes corrective actions and inspection procedures already implemented, not a cause of an incident. No causal mechanism or failure is identified."
UNKEYED-d34a71a29a8c,23,"Course of Action for Industry a) Reduce the susceptibility of suspect riser to EAC through replacement of the bolts and inserts with new design as follows: i) Reduce the stress in the insert shoulder to an acceptable level. Possible redesign considerations are changing the thread engagement, thus placing the shoulder in compression instead of tension; increasing insert length; increasing bolt diameter; stress relieving. ii) Reduce the hardness of the insert and bolt material to eliminate crack propagation. The original maximum hardness criteria set by the insert manufacturer was 40 HRC. The average hardness measured for 103 inserts after the incident was 37.5 HRC with 99 inserts harder than 35 HRC. Transocean has reduced the hardness criteria for its Class F riser inserts to a Rockwell Hardness below 35 HRC. iii) Remove all TSA from insert and bolt areas and modify procedures to eliminate overspray from the manufacturing process. iv) Increase quality assurance to eliminate cracked inserts and bolts from entering service.",,Management Systems,16,high,3,"The corrective actions address management of safety critical devices through material specification control, hardness criteria, quality assurance to eliminate defective components, and manufacturing process controls to prevent cracking and material degradation."
UNKEYED-d34a71a29a8c,24,"NOTE: ABB Vetco has redesigned the insert and bolt combination to achieve the requirements above. Transocean is in the process of repacing all existing inserts and bolts with the new design. Replacement will begin in the 4th quarter of 2003 and will continue until all suspect risers have been modified with an estimated completion in the 4th quarter of 2004. All new risers on order will be outfitted with the new design. Once all original design HMF Type F bolts and inserts are replaced with the new design, inspection frequencies can be increased. b) It has been suggested that the combination of subsea control fluid (hydraulic fluid) and TSA was the source of hydrogen atoms transferred to the inserts; studies are still ongoing to determine if this is the case. An investigation into a recent incident involving the failure of a kill line has produced recommendations to reduce the potential of recurrence. It is recommended that additional steps be taken to decrease the likelihood of hydraulic line leaks as follows: i) Operator/Contractor to develop detailed inspection program of riser seals and stabs. ii) Operator should review policies regarding operational limits and sea currents for running riser. Durations should be established for leaving riser hanging beneath vessel unlatched from wellhead. iii) Encourage BP and other operators to participate with contractors and manufacturers to improve choke, kill and hydraulic line seal design for VIV condition.",,INSUFFICIENT,,low,3,Statement is a remedial action plan and design modification narrative rather than a cause statement; it describes what will be done to prevent recurrence but does not articulate the underlying cause of the incident itself.
LB-6488-20030504-0740,1,"been engaged, slippage of the boom to fall resulting in the failure of the Boom pawl was not engaged by operator. With mechanical cranes the potential for clutch slippage is generally present especially during heavy rain or foggy conditions. These weather conditions existed and contributed to this incident.",,Human Performance Error,17,high,3,"Operator failed to engage the boom pawl, a required control step in the work task, despite hazardous weather conditions being present"
LB-6488-20030504-0740,2,"In reviewing the reason for the boom hoist clutch becoming wet, it was determined that preventive maintenance activities need improvement as they relate to maintaining the crane house seals.",,Management Systems,15,high,3,preventive maintenance activities need improvement as they relate to maintaining the crane house seals
LA-6709-20041104-0735,1,-Employee was not properly tied-off while climbing into -scaffolding plank was not properly secured.,,Management Systems,17,high,3,"Employee was not properly tied-off while climbing and scaffolding plank was not properly secured, indicating work control and task risk management procedures were not executed or enforced."
MI-622-20040121-0314,1,"The electric motor and brake are designed and built together so that when power applied to the electric motor, the brake releases and the motor applies torque. When electric power is removed, the electric/mechanical brake is set. The mechanic did not read the procedures for removal of the motor for this mode of crane. Other types have brake bands on the cable drum. The mechanic failed to remove the load off the boom, which consisted of the boom, boom lifting pulleys and cable.",,Management Systems,8,high,3,"The mechanic did not read the procedures for removal of the motor for this mode of crane, indicating inadequate operating manuals and procedures or failure to ensure their use."
MI-622-20040121-0314,2,"Mechanic failed to read the manufacturers recommended motor removal instructions, by cradling the boom and removing all loads from the motor and gear train.",,Human Performance Error,8,high,3,"Mechanic failed to read the manufacturers recommended motor removal instructions, indicating inadequate operating manuals and procedures were not followed or understood."
HI-20040219-2045,1,Internal corrosion,,INSUFFICIENT,,low,3,"Statement names a failure mode ('Internal corrosion') but does not explain why it occurred or what management system failure allowed it—whether inspection was inadequate, maintenance was not performed, design was flawed, or hazard was not identified."
HI-20040219-2045,2,A pinhole in a weld leaked glycol and condensate,,Equipment Failure,15,high,3,A pinhole in a weld represents a defect that should have been detected through inspection and maintenance procedures.
EW-826-20040222-1445,1,"It is believed that the cause of this accident is the buildup of static electricity which produced a spark in the drum. This is believed to be the ignition source. There were no procedures and/or Job Safety Analysis {JSA} for this operation. British Petroleum {BP} stated in their report that the operator may not have had a sufficient understanding of static electricity. If this is the case, then a lack of education would have also been a factor in this incident. Also BP has a policy relating to the usage of non-metal drums. The following is BP's General Safety Rule #28, taken rom their Safe Practices Manual. ""Use only metal containers that are grounded by metal-to-metal contact or ground straps while drawing hydrocarbons samples from pressurized vessels or lines. Transfer of depressurized sample from metal container to glass or plastic container is permitted after isolation from supply source.""",,Management Systems,8,high,3,"There were no procedures and/or Job Safety Analysis for this operation, and BP policy on grounded metal containers existed but was not followed or enforced"
HI-20040223-1400,1,"Low pressure gas vented into common venting going to the skimmer, released to atmosphere and migrated into the MCC room from below, through opening (approximately four inches in diameter) into the MCC room and was ignited by an automated switch or relay. The door was opened, causing room. The percentage of gas in the than in the room.",,INSUFFICIENT,,low,3,"Statement is truncated mid-clause and incomplete ('The percentage of gas in the than in the room' is unintelligible). While it describes a hazardous pathway (opening into MCC room), it does not clearly identify which management system failure allowed this condition to exist or persist."
HI-20040223-1400,2,Failure to install FSV at the water the atmospheric vent on the skimmer. conduit passages into the MCC room. penatrations into MCC room.,,INSUFFICIENT,,low,3,"Statement is truncated and fragmented mid-clause ('water the atmospheric vent', 'penatrations'), making it unclear what control failed, what was not done, or why the FSV was not installed."
SM-149-20040328-0800,1,The welder apparently failed to realize that the weight of the 5 inch mooring line would excellerate the mooring line rate of descent to the point that it was uncontrollable. The welder inadvertently placed himself between the handrail and mooring line as the mooring line was being lowered,,Management Systems,6,high,3,"The welder failed to realize that the weight of the mooring line would accelerate descent to an uncontrollable point, indicating the hazard of dynamic load acceleration during lowering operations was not identified or assessed."
SM-149-20040328-0800,2,None,,INSUFFICIENT,,low,3,"The cause statement is empty or contains only the word 'None', providing no substantive information about any incident cause to classify."
ST-260-20040329-0130,1,"Since no vessel operator has come forth to claim responsibility for this accident, one can only speculate for the reason of the collision.",,INSUFFICIENT,,low,3,Statement speculates about an unknown cause rather than identifying a specific failure or deficiency; no substantive information about what management system failed is provided.
HI-47-20040519-0830,1,"In the instant that Byron King switched open the SSV, he realized his error, and then switched to close the SSV. Grasping the magnitude of the fire, Byron King then left the well control panel, ran down the adjacent stairs and closed the ESD switch located at the lower deck level. The time lag in the activation of the ESD would have been about one and one-half minutes to full closure. The blast of gas out of the open choke body which was about 2 feet above the deck was like a blow torch aimed directly toward the living quarters. The living quarters were constructed of aluminum, and it and its contents were completely destroyed along with the adjacent 2-300 gallon plastic fresh water tank next to the living quarters. No dry chemical system, deluge water system or safety shut down sysem could have saved the living quarters or anything else within the blast flame direction from the choke body within the closing time of the SSV. The 150 pound dry chemical wheeled unit adjacent to the living quarters would not have slowed the blaze. There was no fire wall or shield (such as an A-60 barrier) located between the choke manifold, production equipment, meter runs, and the living quarters.",,Management Systems,6,high,3,"The absence of fire wall or shield between the choke manifold and living quarters, and lack of deluge or safety systems to protect against this hazard, indicates the hazard of high-energy gas discharge onto occupied structures was never identified and assessed in the design."
HI-47-20040519-0830,2,"The main cause of the fire appears to be the inadvertent opening of the SSV at the control panel while the choke body cap was removed. There were three valves that could have been closed that would have prevented this fire; the master valve, the swab valve, or the ""wing valves"" on the swab flow line ahead of the sand knockout. None of these manual valves were closed, and there was nothing to hold back the full wellhead pressue from dischardging through the open choke body.",,Management Systems,17,high,3,Multiple manual isolation valves existed but were not closed as required controls; the work control system failed to ensure these critical barriers were in place before opening the SSV with the choke body cap removed.
WC-237-20041106-0800,1,The structural beams being cut and not returned,,INSUFFICIENT,,low,3,"Statement is too vague and truncated; does not explain why beams were cut, what hazard resulted, or what control failed. Lacks sufficient detail to determine whether this reflects a work-control failure, maintenance issue, change management failure, or other system breakdown."
WC-237-20041106-0800,2,The hatch cover not being secured in place.,,INSUFFICIENT,,low,3,"Statement describes what failed (hatch cover not secured) but does not explain why the failure occurred or which management system breakdown allowed it. Insufficient to distinguish between inadequate procedures (8), failure to execute existing work control (17), maintenance deficiency (15), or design/equipment issue."
WC-237-20041106-0800,3,Lack of on site supervision.,,Supervision,17,high,3,"Lack of on-site supervision represents a failure in work control and task risk management, where required oversight of work execution was absent."
WC-237-20041106-0800,4,Lack of hazard recognition training. to their original design.,,Management Systems,3,high,3,"Lack of hazard recognition training indicates inadequate employee competency assurance, which is the responsibility of element 3 (Employee selection, placement and competency, and health assurance)."
WC-237-20041106-0800,5,Lack of structural hazard analysis upon completion of the well work.,,Management Systems,6,high,3,Lack of structural hazard analysis upon completion of the well work indicates a failure to identify and assess hazards that should have been recognized through systematic hazard identification and risk assessment.
WC-237-20041106-0800,6,The lack of communication between the rig personnel and ATP with regards to cutting the beams as well as the absence of an on site ATP supervisor possibly contributed to the accident. The contract operators not being familiar with the sequence of events which have taken place on this platform and the personnel not recognizing the hazard of placing the unsecured hatch cover back in place contributed to the accident.,,Management Systems,6,high,3,Personnel not recognizing the hazard of placing the unsecured hatch cover back in place indicates a failure in hazard identification and risk assessment
EI-327-20041223-1420,1,"An air/hydrocarbon fuel mixture inside the sparks from the cutting operation. It is most leak around one of the Float Cell hatch cover Float Cell {ABM-600) was ignited by likely that a small hydrocarbon vapor gaskets came in contact with one of the sparks from the cutting operation. Such a trail of vapor could have acted as a ""fuse"", conducting the flame into the interior of the Float Cell, where the explosion occurred when the air/fuel mixture was ignited. Two vessel vents had flame arrestors, thus the vents can be ruled out as a potential flame path.",,Management Systems,6,high,3,The hazard of hydrocarbon vapor accumulation in the Float Cell and its ignition pathway via cutting sparks was not identified; flame arrestors were installed on two vents but the gasket leak path was not recognized as a potential flame conduit into the vessel interior.
EI-327-20041223-1420,2,"a. The blanket gas was shut off to reduce the chance of gas leaking from the interior of the Float Cell This allowed air to infiltrate into the vessel, creating a flammable mixture. b. The Float Cell was not covered with a fire blanket, allowing sparks to contact the area near the hatch seals, nor were the flammable substances rendered inert. This is a violation of 30 CFR 250.113{a).",,Management Systems,6,high,3,"The hazard of air infiltration creating a flammable mixture when blanket gas was shut off, and the failure to identify the need for fire blankets and inert conditions, represent failures in hazard identification and risk assessment of the Float Cell operation."
EI-32-20041227-0250,1,The direct cause of the pollution incident was due to a section of wire line wire that had lodged in the water dump valve on the outlet of the (FWKO). The wire caused the valve to stay in the open position allowing all liquids from the (FWKO) to over flow to the skinuner. The SDV on the inlet to the skinuner did not function properly due to a build up of scale and corrosion inside the valve. The LSH on the skinuner performed its design function and shut in the platform. The dump valve on the (FWKO) was replaced and the SDV on the inlet of the skinuner was repaired.,,Equipment Failure,15,high,3,Wire lodged in dump valve and scale/corrosion buildup in SDV indicate inadequate inspection and maintenance of equipment to prevent operational failures.
EI-32-20041227-0250,2,Wireline rope left in one of the wells from a flowed through the production process system dump valve of the (FWKO) causing the valve to,,INSUFFICIENT,,low,3,Statement is truncated mid-clause ('flowed through the production process system dump valve of the (FWKO) causing the valve to') and does not clearly explain how the wireline rope came to be left in the well or what control failure allowed it to enter the system.
LA-6660-20110526-1130,1,"Human error, not sure if hand slipped off valve or if it. was set down.",,INSUFFICIENT,,low,3,"Statement is speculative and truncated mid-clause ('if it. was set down'), providing insufficient factual basis to determine whether this reflects a work-control failure, hazard identification gap, or procedural inadequacy."
LA-6660-20110526-1130,2,Hand was in a pinch point.,,INSUFFICIENT,,low,3,"Statement describes what happened (hand placement) but does not explain why the hazard was not controlled—whether the pinch point was unidentified, unguarded, inadequately guarded, or work controls were absent or not followed."
LB-6437-20110528-0945,1,"Lack of Training, going to fast.",,Management Systems,3,high,3,"Lack of Training indicates inadequate employee competency assurance, which is the core of element 3 (Employee selection, placement and competency, and health assurance)."
WC-280-20050114-1145,1,Personnel not properly isolating the energy source {gas pipeline) allowed gas to . migrate from the gas sales pipeline back through the production train and escape through openended piping at the coalescer.,,Human Performance Error,17,high,3,"Personnel failed to properly execute the energy isolation control that existed as part of work control procedures, allowing gas to migrate and escape."
WC-280-20050114-1145,2,"Personnel complained of being pushed to finish the job, which allowed for hasty decisions to be made. Multiple jobs being performed at the same time and the absence of an on site supervisor dedicated to oversee the safety aspect of each job being performed pevented personnel from focussing on specific job details. The failure to develop a detailed written procedure {JSA) for the work to be performed prevented personnel from identifying and properly isolating the energy source. The lack of communication between the production personnel and the failure to utilize the companies stop work authority policy allowed critical warning signs leading up to the incident to be overlooked. Personnel were working with insufficient lighting at the time of the incident and the 16"" pipeline check valve not performing it's designed function also contributed to the incident.",,Management Systems,17,high,3,"The failure to develop a detailed written procedure (JSA) for the work to be performed prevented personnel from identifying and properly isolating the energy source, and the absence of an on-site supervisor dedicated to oversee safety prevented proper work control and task risk management."
SS-92-20050119-0900,1,"An unknown co:mmercial shrimping vessel struck leaving part of the outrigger on the platform,",,INSUFFICIENT,,low,3,"Statement describes what happened (vessel struck platform) but does not explain why the collision occurred or what management system failure enabled it; lacks causal information about hazard control, navigation procedures, vessel traffic management, or platform protection measures."
SS-209-20050119-1800,1,"This accident was caused by the 3"" nipple cracking.",,INSUFFICIENT,,low,3,"Statement merely names a failed component ('3"" nipple cracking') without explaining why it cracked or what management system failure allowed it to occur; does not support confident classification of the underlying cause."
SS-209-20050119-1800,2,Normal vibration from the compressor and fan pump caused resulting in the nipple cracking.,,Equipment Failure,15,high,3,"Normal vibration from the compressor caused nipple cracking, indicating inadequate inspection and maintenance practices failed to identify or mitigate vibration-induced fatigue damage."
WR-508-20050120-2230,1,"During refueling of the starboard crane, the CO returned to the crane cab and forgot about the refueling operation. The diesel filled up the tank and began overflowing. Approximately 15 gallons of fuel overflowed from the tank. All fuel, oil and fire fighting agents were contained within the engine compartment and crane pedestal.",,Human Performance Error,17,high,3,"The CO 'forgot about the refueling operation' during an active task, indicating a failure in work control and task management where the operator should have maintained attention to an ongoing critical operation."
WR-508-20050120-2230,2,N/A,,INSUFFICIENT,,low,3,Statement is 'N/A' with no substantive content to evaluate against PSM framework
ST-308-20050210-0430,1,Human error. The signal man should have noticed that the cranes fastline had become entangled and at that time all crane operations should have been stopped immedately and corrective actions taken.,,Work Environment,17,high,3,The signal man failed to execute an existing control—stopping crane operations upon noticing the entangled fastline—which is a work control and task risk management failure rather than a hazard that was never identified.
ST-308-20050210-0430,2,Night (early morning hours).,,INSUFFICIENT,,low,3,"Statement merely identifies time of day with no causal information about what failed, what control was absent or inadequate, or what management system should have prevented an incident."
MC-772-20050220-1100,1,Lack of Pre-job planning,,Management Systems,17,high,3,"Lack of pre-job planning represents a failure in work control and task risk management, which should establish planning requirements before work execution."
MC-772-20050220-1100,2,Lack of coillill.unication,,INSUFFICIENT,,low,3,"Statement is truncated mid-word ('coillill.unication') and does not provide sufficient clarity to determine whether this refers to internal task coordination (17), shift handover (9), external stakeholder communication (5), or another communication-related failure."
